"PSRC_trips","App_data_estimated_trips","TAZ"
1408,611.44,1419
4553,1292.1,1420
1033,526.06,1421
1251,431.09,1422
2114,691.08,1423
6732,3396.72,1424
1510,595.52,1425
3629,1736.93,1426
4325,1378.71,1427
5556,3609.22,1428
4255,1929.82,1429
1131,498.14,1430
2706,1256.39,1431
18,28.21,1432
5310,2098.51,1433
208,394.91,1434
7826,2886.11,1435
3492,1153,1436
7691,3428.51,1437
4433,1807.63,1438
6425,2502.4,1439
4436,1752.87,1440
7325,4892.14,1441
2443,1919.2,1442
2037,2519.25,1443
12548,8097.77,1444
7535,4474.1,1445
1698,1735.02,1446
4821,3797.63,1447
2461,2598.07,1448
4467,1567.12,1449
5598,2234.1,1450
1819,1015.91,1451
6157,1879.28,1452
4418,1931.51,1453
7233,1407.66,1454
3929,1669.79,1455
2447,753.58,1456
3897,1258.44,1457
1674,690.39,1458
7188,1957.7,1459
3380,1589.03,1460
429,388.59,1461
2451,1518.44,1462
858,489.35,1463
1582,735.7,1464
2974,1397.28,1465
9283,7519.25,1466
3346,1489.53,1467
20922,9495.55,1468
4608,1608.63,1469
2559,1146.14,1470
6332,2005.56,1471
1915,1678.15,1472
1810,439.91,1473
3323,1062.01,1474
2233,1134.5,1475
2531,1878.19,1476
3026,614.73,1477
1323,572.34,1478
759,276.38,1479
3929,1054.17,1480
5169,3529.41,1481
2694,1267.28,1482
2209,675.36,1483
1909,525.01,1484
1893,905.21,1485
1085,327.05,1486
1906,699.37,1487
1179,552.6,1488
4819,1453.01,1489
3948,1698.3,1490
4707,2528.69,1491
4657,1931.1,1492
4189,721.25,1493
16817,8660.12,1494
3884,2092.59,1495
680,808.74,1496
1851,1802.57,1497
2009,772.68,1498
1495,542.58,1499
1200,485.82,1500
1803,756.18,1501
1769,820.01,1502
809,349.89,1503
2291,1533.88,1504
2165,2240.36,1505
5293,2700.51,1506
2079,590.94,1507
1399,836.78,1508
5139,3006.05,1509
3082,975.2,1510
3972,2391.46,1511
13730,5239.13,1512
3419,1794.86,1513
6618,3503.65,1514
1193,943.21,1515
2307,895.53,1516
8710,3415.28,1517
14013,1970.56,1518
9886,1847.33,1519
2010,1020.29,1520
544,194.97,1521
3887,1155.81,1522
7859,936.69,1523
7559,1030.14,1524
3887,1206.8,1525
6081,4043.84,1526
4445,1717.78,1527
5169,2611.44,1528
2952,1161.93,1529
686,258.37,1530
264,442.36,1531
1774,585.71,1532
4341,2533.56,1533
2702,2905.64,1534
794,532.96,1535
1721,783.49,1536
5307,2399.11,1537
1461,514.32,1538
7740,1984.05,1539
2075,716.88,1540
1195,900.74,1541
1519,750.35,1542
6173,1797.07,1543
5553,2312.69,1544
10868,5304.45,1545
8566,4097.08,1546
15129,7396.04,1547
18220,8687.16,1548
11922,5431.25,1549
8029,5089.67,1550
16020,7504.24,1551
10994,5357.56,1552
781,861.15,1553
972,1213.21,1554
1634,1756.19,1555
4322,3580.33,1556
7802,5426.66,1557
8825,6304.62,1558
5477,2766.67,1559
2612,1170.58,1560
3705,1294.09,1561
3691,604.46,1562
7142,3047.15,1563
5899,2320.04,1564
9049,2662.29,1565
4447,1766.39,1566
4662,1869.24,1567
9731,3936.37,1568
4504,2144.31,1569
11684,7959.79,1570
3087,1147.43,1571
2755,1166.13,1572
1542,616.86,1573
2763,1261.15,1574
3107,1075.15,1575
2379,747.28,1576
3399,1015.51,1577
5589,2953.01,1578
6395,4640.92,1579
5551,3378.49,1580
8376,5395.82,1581
11658,6513.23,1582
4452,1352.57,1583
3229,2100.46,1584
5260,3123.44,1585
4785,3673.17,1586
3644,2492.84,1587
2902,1719.51,1588
2810,1214.51,1589
2154,1093.77,1590
3540,1703.97,1591
2290,880.54,1592
4357,1008.64,1593
2338,1522.65,1594
1500,1211.62,1595
1134,510.19,1596
577,517.65,1597
707,346.73,1598
956,751.81,1599
1761,1216.63,1600
1501,541.41,1601
2489,1031.98,1602
6509,2888.59,1603
4240,2142.51,1604
989,675.58,1605
2127,1169.73,1606
1875,662.59,1607
3443,1458.81,1608
4041,1676.1,1609
1896,805.12,1610
11355,4338.33,1611
14338,8146.43,1612
14299,9616.65,1613
2933,1354.17,1614
13377,5859.81,1615
5781,3560.16,1616
4766,2526.88,1617
1794,831.06,1618
3501,1334.89,1619
3319,899.5,1620
2812,1006.82,1621
2099,732.33,1622
3234,1274.74,1623
1222,565.2,1624
5622,2496.13,1625
4453,3336.55,1626
1892,917.16,1627
7712,5028.37,1628
3262,1882.45,1629
6497,4214.48,1630
5913,451.06,1631
586,531.08,1632
1591,549.23,1633
2450,996.86,1634
1096,410.05,1635
1244,754.38,1636
6748,2954.39,1637
6700,3135.95,1638
2053,1119.13,1639
3212,1299.11,1640
4161,1754.07,1641
4928,1810.04,1642
5300,941.77,1643
10694,946.54,1644
2666,870.45,1645
1306,574.32,1646
1518,596.38,1647
556,2458.03,1648
8034,4522.4,1649
4190,3160.18,1650
3925,2550.74,1651
4219,1936.47,1652
11824,5489.33,1653
3689,1696.8,1654
1845,645.26,1655
3753,1935.54,1656
3334,1664.67,1657
3784,1494.68,1658
2995,1107.61,1659
4362,1370.06,1660
2997,1543.99,1661
3810,1757.22,1662
6477,3243.7,1663
8850,4525.65,1664
3243,2086.96,1665
7107,3276.1,1666
2905,1298.88,1667
4778,1886.84,1668
7625,4518.9,1669
948,331.25,1670
2982,1186.4,1671
4683,2148.98,1672
4101,1965.12,1673
11105,5666.71,1674
6779,4666.12,1675
6474,1557.58,1676
3801,1124.46,1677
1380,391.2,1678
7527,2667.6,1679
2070,803.81,1680
3036,921.15,1681
3806,1087.65,1682
2767,1048.98,1683
6101,3023.4,1684
3781,1010.78,1685
4057,700.34,1686
3709,1123.8,1687
5869,4988.54,1688
2853,1634.12,1689
2963,1347.95,1690
3742,1548.05,1691
3606,1099.3,1692
2156,676.06,1693
3861,1187.53,1694
3327,1225.05,1695
5948,1766.82,1696
1890,638.27,1697
1886,1402.48,1698
4124,2177.58,1699
3960,1213.86,1700
3201,1285.85,1701
1057,266.52,1702
8835,3108.63,1703
70,1211.59,1704
916,711.87,1705
4568,1667.19,1706
5525,2362.68,1707
653,430.34,1708
4023,867.97,1709
4436,1425.02,1710
773,381.98,1711
1950,951.03,1712
958,436.72,1713
2800,936.26,1714
6231,1431.57,1715
3254,1536.84,1716
5902,3298.83,1717
12759,7413.54,1718
7281,2538.95,1719
8823,4235.15,1720
5048,2110.45,1721
2435,1293.64,1722
2341,1424.93,1723
6520,1555.52,1724
2969,840.53,1725
3742,1146.18,1726
4474,1260.38,1727
5903,2592.05,1728
7520,2110.21,1729
3570,1311.95,1730
10210,5300.51,1731
3148,1108.78,1732
23824,10909.51,1733
5057,1694.43,1734
3830,1692.66,1735
3315,1807.95,1736
4327,1333.7,1737
143,996.56,1738
710,1009.77,1739
907,280.28,1740
2130,749.8,1741
773,355.94,1742
3645,929.67,1743
686,203.29,1744
1337,499.5,1745
1738,772.56,1746
953,214.44,1747
4251,1693.36,1748
4787,2410.6,1749
4041,1630.71,1750
2493,1002.11,1751
5485,3172.22,1752
3056,826.46,1753
4739,1345.59,1754
5392,2159.37,1755
2246,864.42,1756
3825,2364.62,1757
1357,1019.46,1758
4417,1436.93,1759
2720,1672.04,1760
2046,619.25,1761
789,358.89,1762
2119,711.16,1763
2033,674.7,1764
2528,958.94,1765
1612,822.11,1766
941,577.87,1767
884,956.06,1768
3854,1510.24,1769
4106,1604.67,1770
664,563.99,1771
1507,1065.18,1772
356,411.72,1773
5955,2105.04,1774
1669,865.99,1775
5664,1603.1,1776
1839,1498.22,1777
6236,1795.56,1778
2378,1934.38,1779
851,702.31,1780
5994,3888.11,1781
2646,1019.4,1782
5356,2622.73,1783
2207,1035.45,1784
1672,665.33,1785
1470,739.78,1786
909,443.28,1787
2439,861.57,1788
1367,1010.68,1789
2725,916.74,1790
4223,1617.35,1791
6470,3286.68,1792
8307,3659.74,1793
10660,7184.36,1794
12035,3878.26,1795
10980,7230.03,1796
6760,3245.82,1797
6816,3779.28,1798
2896,2209.44,1799
3935,1446.38,1800
6532,2674.61,1801
5308,2387.56,1802
2374,838.56,1803
6552,3632.41,1804
2457,1118.86,1805
2134,979.17,1806
2442,739.23,1807
4343,851.88,1808
3674,1999.5,1809
5070,1025.42,1810
7673,3709.3,1811
5190,2297.41,1812
6012,1338.42,1813
3913,960.73,1814
3772,766.98,1815
3008,802.78,1816
2154,987.58,1817
2485,722.23,1818
1412,507.14,1819
1444,665.93,1820
3984,1562.78,1821
3424,1002.74,1822
3564,2619.58,1823
1035,329.58,1824
1150,880.09,1825
1835,857.93,1826
4603,647.3,1827
1313,989.46,1828
1774,660.77,1829
1658,805.51,1830
9451,7418.54,1831
7162,3337.59,1832
5069,2770.3,1833
2356,1240.95,1834
3146,1139.99,1835
3224,1344.33,1836
2917,1439.93,1837
4113,1706.06,1838
1315,826.38,1839
2053,803.46,1840
2508,1026.85,1841
1719,782.7,1842
1438,424.12,1843
4609,1824.23,1844
1112,483.47,1845
5398,3366.27,1846
4613,2209.27,1847
5685,3427.37,1848
4436,2543.8,1849
1993,1127.66,1850
557,385.62,1851
487,348.9,1852
4348,1100.18,1853
5615,2249.37,1854
6327,1661.41,1855
1973,870.59,1856
3755,1575.06,1857
3169,1493.71,1858
2735,991.92,1859
1145,376.8,1860
3206,2912.99,1861
2331,687.99,1862
3095,967.15,1863
450,358.16,1864
1253,831.38,1865
3201,1083.48,1866
4158,1774.46,1867
3517,1692.33,1868
3513,1172.13,1869
2779,1742.24,1870
6724,1539.56,1871
3994,2276.38,1872
4206,608.7,1873
641,415.12,1874
1768,824.54,1875
2118,1180.89,1876
3930,1540.46,1877
6149,3533.8,1878
6988,4197.53,1879
3743,2109.57,1880
5267,1935.78,1881
2028,1087.6,1882
1582,631.76,1883
4088,1604.47,1884
1211,706.12,1885
2433,576.84,1886
2094,569.34,1887
1197,534.24,1888
2767,771.94,1889
1114,516.35,1890
1049,340.97,1891
848,343.93,1892
263,155.46,1893
2410,913.41,1894
412,61.25,1895
1429,734.78,1896
21996,9884.6,1897
36,192.31,1898
382,147.99,1899
3840,1227.22,1900
2103,527.97,1901
1684,1029.84,1902
1709,1358.75,1903
732,293.29,1904
1897,350.17,1905
1427,369.07,1906
1711,616.88,1907
2025,1139.66,1908
877,856.41,1909
3685,2648.44,1910
1011,557.51,1911
2807,994.82,1912
14071,2814.17,1913
8145,3533.75,1914
2576,813.22,1915
1094,625.92,1916
146,176.62,1917
4367,2509.33,1918
6670,3394.99,1919
1577,334.53,1920
962,387.08,1921
2280,961.32,1922
2094,927.88,1923
1070,468.75,1924
1893,1123.11,1925
2654,759.38,1926
1829,414.48,1927
1177,618.4,1928
9645,5063.49,1929
12102,2298.94,1930
4354,2562.5,1931
4842,4908.44,1932
1899,524.52,1933
3294,1548.17,1934
2971,1030.96,1935
6281,2345.4,1936
3885,2162.74,1937
2429,861.59,1938
6437,2821.11,1939
683,562.91,1940
7553,2024.07,1941
10903,2823.52,1942
1489,437.94,1943
254,182.14,1944
654,299.15,1945
1834,893.81,1946
2331,488.57,1947
261,170.34,1948
232,320.01,1949
5818,1768.42,1950
1649,828.65,1951
8186,2373.07,1952
8848,2301.71,1953
3360,807.28,1954
5547,1710.49,1955
8519,5003.69,1956
7453,2305.47,1957
9082,3312.74,1958
4979,2862.08,1959
2755,934.9,1960
5400,1971.39,1961
6697,1968.42,1962
2186,639.06,1963
6421,1324.44,1964
3639,1554.4,1965
6998,2483.9,1966
969,310.7,1967
6131,1992.74,1968
11204,2422.97,1969
12090,7501.54,1970
4820,3688.45,1971
5139,1720.3,1972
5737,2281.83,1973
7856,4152.06,1974
6553,4188.82,1975
15486,5880.29,1976
9157,3961.45,1977
1277,232.17,1978
4088,1876.01,1979
1915,1334.47,1980
2799,1538.24,1981
734,1076.9,1982
19141,8140.52,1983
6030,3262.77,1984
2218,1107.18,1985
696,535.3,1986
4794,3452.4,1987
4744,2279.93,1988
5728,2808.51,1989
12494,4755.99,1990
12201,4628.72,1991
672,308.27,1992
1979,963.28,1993
150,32.36,1994
857,669.48,1995
791,1173.16,1996
556,936.13,1997
6686,2842.29,1998
2790,1171.73,1999
1590,580.71,2000
1455,466.35,2001
3037,1201.83,2002
3511,1233.99,2003
6128,3442.18,2004
8167,3286.04,2005
2839,2143.88,2006
11010,6337.14,2007
12616,5794.52,2008
5450,1760.16,2009
2949,965.51,2010
7430,2463.85,2011
2795,2458.66,2012
7649,2321.41,2013
4353,3364.37,2014
4866,4055.2,2015
632,194.61,2016
1484,810.36,2017
3,2.06,2018
1877,972.31,2019
509,103.15,2020
8051,4379.29,2021
10167,2370.98,2022
3752,1529.74,2023
12705,1461.26,2024
2317,1039.01,2025
3166,1292.01,2026
2143,872.91,2027
3925,1666.62,2028
1139,1191.72,2029
3085,1012.46,2030
2014,1064.69,2031
2243,989.99,2032
11089,9048.42,2033
510,619.44,2034
802,727.66,2035
1632,1260.21,2036
699,893.99,2037
1545,1008.21,2038
3489,1311.09,2039
2097,912.1,2040
1311,725.43,2041
1670,506.39,2042
224,200.97,2043
899,545,2044
1814,863.32,2045
2474,594.21,2046
344,85.84,2047
1231,771.43,2048
2096,1140.34,2049
429,169.88,2050
2597,1383.99,2051
744,446.48,2052
461,300.64,2053
551,209.33,2054
372,160.84,2055
1052,511.83,2056
985,721.77,2057
966,576.69,2058
2088,1345.08,2059
7158,4925.85,2060
2341,1009.78,2061
1135,306.14,2062
1249,726.03,2063
1954,1054.17,2064
719,374.68,2065
5053,1586.51,2066
11940,6193.96,2067
1238,830.7,2068
5999,2459.61,2069
6736,3077.29,2070
1766,548.09,2071
1579,506.48,2072
939,416.47,2073
627,68.05,2074
339,246.6,2075
1159,317.76,2076
9529,3942.84,2077
4549,1485.89,2078
3955,2772.3,2079
719,637.1,2080
200,141.97,2081
3044,1582.29,2082
1823,833.15,2083
7596,3889.56,2084
5757,3414.11,2085
4019,1507.41,2086
3472,1597.12,2087
1574,919.54,2088
131,96.6,2089
2393,837.29,2090
1012,1237.24,2091
937,820.95,2092
1485,419.53,2093
1165,397.32,2094
1137,516,2095
682,180.19,2096
2269,592.38,2097
2280,1034.89,2098
16412,5229.36,2099
7913,4394.16,2100
2681,582.94,2101
1974,547.08,2102
836,641.53,2103
415,338.19,2104
3631,1643.37,2105
3484,1952.9,2106
2832,928.97,2107
2659,981.18,2108
4391,2906.32,2109
2171,909.3,2110
2827,924.76,2111
1243,471.48,2112
2124,586.63,2113
2534,953.56,2114
3262,1385.48,2115
1706,682.96,2116
1724,1211.5,2117
15480,4798.28,2118
9903,4174.42,2119
605,217.51,2120
6182,1950.02,2121
5196,1282.34,2122
10242,3670.8,2123
478,321.71,2124
4400,2074.59,2125
3091,1457.07,2126
2501,1666.33,2127
4930,2089.16,2128
5834,3158.92,2129
4779,4259.5,2130
2992,726.45,2131
1603,484.6,2132
1100,272.5,2133
1542,194.32,2134
3406,1840.01,2135
1451,416.66,2136
734,119.76,2137
2411,1105.99,2138
4688,1425,2139
3885,1555.51,2140
1964,367.88,2141
3015,1035.28,2142
3005,1217.53,2143
6007,5050.97,2144
10580,9435.79,2145
8631,4698.49,2146
1651,845.11,2147
7364,1796.18,2148
2313,748.64,2149
925,409.48,2150
2456,689.17,2151
5104,1487.72,2152
6997,2095.34,2153
4295,1241.94,2154
2927,945.31,2155
1451,798.69,2156
5027,1537.42,2157
10257,3089.86,2158
5965,1737.34,2159
4680,854.4,2160
4470,1134.73,2161
5109,1520.75,2162
4809,1408.16,2163
8478,4160.78,2164
2486,876.9,2165
9013,3470.15,2166
3035,1502.54,2167
6558,3308.07,2168
1460,1158.09,2169
3579,2411.53,2170
2018,1068.55,2171
9327,9237.11,2172
169,91.86,2173
1922,729.94,2174
922,633.77,2175
3053,1044.93,2176
1820,631.9,2177
582,332.26,2178
3380,1280.59,2179
1810,486.92,2180
964,596.4,2181
901,422.21,2182
3080,1510.71,2183
2656,1288.12,2184
1116,3131.69,2185
5768,2699.35,2186
3120,1514.1,2187
4249,2122.79,2188
3637,2606.01,2189
4236,1904.74,2190
9260,4828.82,2191
5433,1848.17,2192
4560,1535.19,2193
5194,2066.44,2194
8221,2339.14,2195
2662,558.73,2196
1443,782.94,2197
6991,2176.6,2198
8152,2495.75,2199
7618,2235.95,2200
1001,186.33,2201
3251,1096.07,2202
7128,2543.76,2203
6239,1712.02,2204
4540,1121.58,2205
2731,736.98,2206
5455,1357.69,2207
6206,2658.75,2208
870,302.4,2209
2793,856.5,2210
1132,353.49,2211
1155,576.76,2212
3208,1809.64,2213
5149,2149.85,2214
4280,2243.48,2215
5954,1895.88,2216
5403,1922.95,2217
2322,734.06,2218
877,362.84,2219
1620,923.82,2220
2327,1158.81,2221
5457,2320.75,2222
1149,408.88,2223
5966,1949.98,2224
1103,261.03,2225
2151,737.17,2226
7974,2751.82,2227
1656,994.61,2228
3646,1548.75,2229
6058,1614.44,2230
6163,2193.05,2231
742,518.12,2232
2503,1006.38,2233
3360,1302.93,2234
3923,1926.2,2235
8083,5402.81,2236
3810,1495.91,2237
2047,767.33,2238
760,389.39,2239
6350,1611.37,2240
7458,2338.05,2241
6511,2323.72,2242
1149,458.88,2243
10306,3703.82,2244
3739,917.14,2245
8143,2069.08,2246
6321,2441.83,2247
4500,977.2,2248
1225,1750.48,2249
2155,1434.53,2250
6813,3020.24,2251
12098,4173.32,2252
1614,1231.62,2253
1858,1131.27,2254
6898,5771.44,2255
2105,1279.52,2256
7249,2496.52,2257
2557,1418.61,2258
6122,2152.48,2259
4057,1936.49,2260
1265,567.67,2261
388,187.35,2262
336,210.44,2263
1028,565.18,2264
1567,842.24,2265
974,538.31,2266
4548,1196.31,2267
4882,2623.62,2268
2527,1758.29,2269
3877,2866.53,2270
1302,412.47,2271
2876,1147.95,2272
2116,1166.79,2273
24,743.81,2274
410,274.01,2275
1282,803.09,2276
1513,894.49,2277
1559,1302.4,2278
3190,1204.68,2279
2458,1493.46,2280
3996,1539.83,2281
2017,2387.02,2282
3432,1203.34,2283
4598,2181.84,2284
2571,1034.46,2285
1856,1492.96,2286
2283,972.94,2287
1389,1575.08,2288
316,278.27,2289
813,351.08,2290
807,778.35,2291
1740,1240.7,2292
2494,2451.64,2293
794,1060.27,2294
7712,3306.07,2295
2459,1898.77,2296
2997,1302.74,2297
4489,2423.43,2298
1711,807.61,2299
4270,1300.4,2300
1767,1077.98,2301
4815,1124.71,2302
1374,578.66,2303
1614,1480.89,2304
3210,2236.2,2305
2128,1035.82,2306
6779,2573.92,2307
1147,556.96,2308
30111,19220.01,2309
5012,2041.21,2310
6748,3596.2,2311
5439,1600.19,2312
2005,1729.35,2313
3688,2264.16,2314
3061,779.89,2315
3171,1182.97,2316
3946,1380.29,2317
9176,3279.73,2318
10769,2388.57,2319
5718,2680.14,2320
13209,5042.83,2321
8688,3506.62,2322
11841,3569.92,2323
10985,5427.84,2324
3518,1185.05,2325
11087,2269.82,2326
4102,1596.55,2327
2333,994.49,2328
2044,1336.54,2329
2666,954.28,2330
1369,637.46,2331
1077,39.92,2332
860,122.18,2333
962,241.36,2334
239,23.71,2335
4095,1161.35,2336
2780,600.8,2337
592,192.41,2338
1490,594.14,2339
1358,1051.29,2340
3020,1095.02,2341
4926,4256.6,2342
1436,611.18,2343
2309,1076.25,2344
6654,1214.63,2345
2269,494.09,2346
2371,808.22,2347
1711,531.61,2348
1181,497.37,2349
6987,3599.92,2350
2740,1062.21,2351
5062,2099.96,2352
6808,2821.56,2353
1468,648.93,2354
3199,1015,2355
4836,3086.49,2356
7322,3157.3,2357
2328,1025.42,2358
2510,865.79,2359
1914,445.4,2360
2418,784.26,2361
1110,451.44,2362
8479,4335.67,2363
956,740.24,2364
4683,2280.98,2365
17178,5928.21,2366
4341,1662.69,2367
6522,2056.7,2368
1533,511.49,2369
6197,2164.79,2370
10565,4859.34,2371
2386,935.16,2372
7051,9224.88,2373
6224,2053.92,2374
3103,1055.25,2375
4142,1507.83,2376
942,422.85,2377
375,57.05,2378
1745,959.74,2379
1192,467.11,2380
498,296.14,2381
250,133.86,2382
3997,1523.72,2383
3451,901.69,2384
1474,355.05,2385
4033,829.98,2386
8471,2170.98,2387
11419,4920.29,2388
6770,2497.9,2389
8363,6253.04,2390
10179,5973.72,2391
8008,5884.99,2392
5395,2690.68,2393
17737,8277.72,2394
11959,5712.09,2395
8655,2623.71,2396
12447,6401.98,2397
12758,5086.38,2398
10373,3466.37,2399
11368,4071.99,2400
4745,4598.24,2401
3704,1267.87,2402
7726,10952.99,2403
1584,829.33,2404
5321,1955,2405
8243,3443.42,2406
5464,2727.1,2407
12411,3535.96,2408
10735,3818.6,2409
7201,4156.95,2410
10598,2769.95,2411
4011,1775.39,2412
5915,2786.34,2413
9376,3446.78,2414
5726,3233.73,2415
9335,3820.46,2416
7865,4544.51,2417
6505,2000.03,2418
9871,4313.52,2419
5605,1463.59,2420
6275,2857.16,2421
2582,1356.72,2422
3757,1476.11,2423
2374,1760.68,2424
9185,4794.27,2425
4940,2183.21,2426
9785,3339.69,2427
7837,2646.81,2428
3466,770.83,2429
3194,515.12,2430
5166,1793.64,2431
6568,1753.59,2432
7797,1646.12,2433
8966,2740.05,2434
5245,1952.48,2435
1825,695.7,2436
895,308.52,2437
1546,630.39,2438
1094,579.69,2439
20859,8777.03,2440
21275,8102.46,2441
3496,1477.23,2442
3159,1179.52,2443
5693,2963.75,2444
3777,2852.72,2445
914,603.94,2446
1248,498.64,2447
1478,603.27,2448
923,335.89,2449
1279,416.4,2450
3241,1694.4,2451
2522,1779.75,2452
13084,3448.09,2453
10111,3801.11,2454
7427,1962.69,2455
5101,1233.6,2456
1286,349.78,2457
1172,540.14,2458
733,275.59,2459
4627,2771.89,2460
2448,1093.74,2461
7282,2413.24,2462
5265,1235.72,2463
5566,733.16,2464
12449,3907.22,2465
8419,3190.43,2466
4977,1194.12,2467
8316,2548.02,2468
5698,2159.09,2469
13226,3097.15,2470
3004,670.22,2471
7955,1885.07,2472
9732,2683.14,2473
5462,2283.72,2474
8611,3733.4,2475
13391,6714.2,2476
3821,2018.51,2477
3604,1258.9,2478
7539,3630.73,2479
2776,1312.33,2480
14272,6077.71,2481
6376,1420.16,2482
3686,1150.03,2483
2369,728.46,2484
9133,5370.93,2485
9262,2836.11,2486
4507,2216.41,2487
5302,1687.05,2488
2802,1179.34,2489
3116,1603.46,2490
5945,2424.92,2491
3156,1182.76,2492
6448,1780.35,2493
6214,2218.73,2494
3104,875.84,2495
7346,2145.99,2496
2377,562.48,2497
5180,1410.78,2498
7276,1459.62,2499
4289,1075.73,2500
1853,572.75,2501
7016,1172.91,2502
3821,694.76,2503
1664,723.34,2504
4526,1353.63,2505
3981,1113.03,2506
2251,607.6,2507
6852,2264.3,2508
2444,790.96,2509
3214,935.62,2510
3953,1587.32,2511
3867,1348.73,2512
5466,2971.54,2513
7651,3922.53,2514
7111,3256.89,2515
6304,1354.87,2516
7338,1800.42,2517
1468,526.44,2518
2997,1088.61,2519
6620,5252.37,2520
4653,3702.53,2521
1341,1011.95,2522
3307,2237.56,2523
10191,5169.36,2524
2719,959.39,2525
10385,4778,2526
8122,2238.66,2527
5936,1159.3,2528
1662,478.84,2529
8921,5121.17,2530
2945,1034.26,2531
2696,630.52,2532
4491,1918.83,2533
6739,1882.09,2534
4898,1507.51,2535
5625,1604.66,2536
13523,5192.54,2537
8391,1755.11,2538
1895,530.74,2539
3542,1236.57,2540
4275,1109.34,2541
3212,1440.26,2542
1786,551.57,2543
1695,774.95,2544
1774,459.88,2545
799,400.24,2546
519,453.65,2547
640,298.14,2548
7635,1615.21,2549
2522,950.45,2550
1019,337.68,2551
2992,1262.08,2552
4105,1198.37,2553
5609,2524.44,2554
1604,478.76,2555
3153,3906.46,2556
5521,1880.27,2557
2787,1884.87,2558
3239,980.71,2559
6854,1412.06,2560
9165,2642.81,2561
3178,890.16,2562
7258,1145.76,2563
22219,10618.45,2564
3996,1922.74,2565
6284,2883.78,2566
4648,1493.97,2567
2107,544.7,2568
11381,4396.44,2569
14850,11103.16,2570
3505,2790.84,2571
2463,1647.8,2572
4375,2499.06,2573
3557,3796.97,2574
2243,1039.52,2575
5592,2565.57,2576
2373,1247.92,2577
3852,2134.06,2578
2963,751.62,2579
4364,1891.42,2580
7247,2560.61,2581
4364,1493.3,2582
1337,1525.72,2583
4464,2436.74,2584
3817,1270.2,2585
11580,4544.41,2586
15363,4737.43,2587
5490,2519.41,2588
8382,4962.9,2589
3962,2498.83,2590
10224,2804.41,2591
4006,1494.93,2592
3333,1367,2593
4142,1548.4,2594
5723,2930.16,2595
3719,2522.17,2596
2550,1406.16,2597
5563,4166.36,2598
5653,3893.27,2599
4794,2390.53,2600
2956,863.74,2601
4805,2759.97,2602
2304,918.87,2603
1309,549.23,2604
7451,1609.67,2605
4509,919.16,2606
1857,438.34,2607
5078,4204.29,2608
8563,2420.17,2609
4298,1104.09,2610
4993,794.4,2611
3360,468.16,2612
3184,1016.4,2613
1397,278.02,2614
1914,561.12,2615
5372,1428.03,2616
8750,2402.09,2617
8083,2408.2,2618
5613,1885.57,2619
2729,1195.25,2620
2405,978.13,2621
6102,3299.69,2622
1940,924.79,2623
9428,4128.47,2624
3013,1096.13,2625
4290,2691.2,2626
10780,5528.01,2627
6724,1800.26,2628
6828,2296.28,2629
2743,752,2630
5090,1696.53,2631
3111,1407.7,2632
3895,1781.24,2633
5962,2199.59,2634
6631,2430.12,2635
4178,2061.61,2636
1781,2089.88,2637
2376,4393.14,2638
1446,863.42,2639
2668,514.9,2640
11361,2977.59,2641
11458,3492.12,2642
2407,719.81,2643
3505,2086.49,2644
3199,1100.55,2645
3662,1454.81,2646
7000,2472.12,2647
1047,888.87,2648
3373,1790.22,2649
2253,1273.58,2650
2815,1347.67,2651
3362,1272.54,2652
2574,973.54,2653
1415,508.25,2654
2171,677.39,2655
2079,720.79,2656
5511,2335.98,2657
1016,340.89,2658
1472,502.65,2659
2198,671.19,2660
3789,1086.57,2661
4571,557.54,2662
4690,909.5,2663
2149,210.36,2664
5872,1427.78,2665
7528,3435.49,2666
7836,4002.03,2667
5775,1911.08,2668
327,115.07,2669
944,218.05,2670
1331,467.13,2671
3813,977.13,2672
762,283.06,2673
2827,1096.88,2674
1482,597.03,2675
990,377.53,2676
7339,2284.71,2677
1761,501.62,2678
2961,1237.99,2679
4066,1165.8,2680
1942,608.63,2681
1652,615.71,2682
2106,544.76,2683
2300,584.78,2684
1618,377.34,2685
4922,1052.17,2686
628,126.5,2687
1120,127.58,2688
1577,361.07,2689
1760,209.08,2690
678,64.6,2691
438,32.2,2692
4508,556.7,2693
1854,800.19,2694
488,120.52,2695
2539,875.07,2696
1064,374.42,2697
2408,682.6,2698
2366,726.91,2699
1847,418.16,2700
2966,957.57,2701
1016,388.61,2702
4385,1517.63,2703
3850,1439.65,2704
4598,1620.67,2705
8257,3744.63,2706
9046,6184.01,2707
1829,614.39,2708
2689,925.13,2709
4599,1350.48,2710
2013,880.99,2711
609,207.26,2712
3174,1409.3,2713
3864,1279.24,2714
1291,483.82,2715
1396,534.57,2716
4599,1209.21,2717
2592,664.68,2718
1763,641.72,2719
2053,868.22,2720
1379,806.54,2721
5500,1829.94,2722
3980,1246.25,2723
4165,1715.78,2724
1349,385.27,2725
952,372.6,2726
1064,582.93,2727
3583,2783.38,2728
5667,3372.58,2729
1531,664.21,2730
728,252.72,2731
5023,958.49,2732
3299,905.09,2733
2408,631.45,2734
3902,737.59,2735
2279,468.96,2736
4105,1044.61,2737
7709,3913.59,2738
6436,4147.08,2739
1178,823.49,2740
3399,1193.44,2741
1763,653.56,2742
2596,1293.17,2743
4115,638.14,2744
1035,275.07,2745
1313,438.31,2746
2335,660.52,2747
441,198.66,2748
